x_tsne,y_tsne
9.176545,-14.898772
-3.2075698,-30.82212
27.268898,-0.6723308
16.241362,-0.6511521
22.183403,3.5044875
4.178887,29.754719
8.700671,-6.172655
23.036049,-8.108982
-0.6132717,-10.278335
21.831896,-22.489792
-5.817718,23.67205
-20.12688,-7.966767
-6.8824334,5.568597
-25.21395,-2.1942945
8.575667,-17.684814
18.923819,-20.510143
-5.0530457,-22.883858
-0.330443,-7.657686
20.659618,-10.49628
32.314762,5.6777816
27.55402,2.801397
13.144162,-9.691567
2.3264098,8.947399
1.183506,-19.818146
13.880749,-1.8476992
5.413933,-27.984278
12.25839,21.533463
27.563162,6.1947017
6.197164,14.272184
-2.196683,-10.034559
19.318245,-8.792634
-24.773426,16.055492
-18.081572,1.9348178
4.7274594,-30.083782
3.3793557,-4.981987
24.34827,23.122248
5.67812,14.259991
6.676963,-24.838398
-11.419846,-6.239726
13.401051,-28.267918
-5.8055315,22.490908
6.3653207,-33.155228
5.6199203,11.347707
-20.87341,19.96857
-0.13642713,-30.126396
-19.32407,3.0159638
12.377385,13.783024
-24.13511,17.022865
31.017668,-8.209558
-0.16324161,19.852139
-12.948242,-6.1408296
-23.440908,16.982733
-11.166921,-30.398092
-8.95279,7.862155
-2.8417923,-7.738453
30.31503,-2.180846
-5.0218196,21.50035
-21.582932,-19.615217
25.104067,11.479142
19.68669,-7.3959317
17.798449,-5.5295763
11.511373,-1.1771759
5.394474,0.5560356
-6.4423966,-28.465538
-15.125042,25.810366
12.509728,-20.729256
-15.713328,14.6594715
19.635382,5.858081
4.611873,-0.5250486
12.127142,-29.160233
10.210513,5.330673
-2.6409798,-26.348755
-7.351041,8.098019
1.9324611,-4.704837
7.5105963,5.1615624
13.096832,2.7789624
17.160198,15.026769
7.2373233,27.621819
2.183983,11.125519
8.638769,26.272451
5.645717,-1.8761445
-23.922928,-0.26693588
-29.893044,13.845837
-15.767117,-14.638536
18.330208,7.31118
7.590716,2.7606666
-13.362475,24.429174
-7.1395097,27.365007
6.695024,-14.325423
-13.61828,-24.749275
15.969391,11.071746
1.5304973,20.102255
1.4938914,23.902252
2.9463785,3.4747229
5.817342,-24.800924
-10.491676,-12.064915
-26.93415,20.481352
14.875064,7.9737234
0.9828499,-3.5112045
4.4047017,21.876215
-3.2011478,-12.608664
3.4951403,-12.403311
6.362874,-5.4442215
6.3528214,18.802055
-17.164694,7.276424
6.1871443,20.90732
-33.804234,-0.31163818
-7.094926,-29.005646
-2.7906356,3.7360597
-9.4767685,-25.713915
-0.75373507,-29.844795
-8.117968,-15.5730295
-17.761623,-24.859913
-15.431922,7.4442153
-25.290052,-9.089894
3.1960285,24.05354
1.0855829,-3.7428954
-5.260592,-7.70602
16.409424,-6.324702
3.9945357,-24.97862
6.149398,18.500023
-2.5368984,-6.4066324
28.406963,-12.00087
5.8537483,18.221128
2.3073335,9.94182
-23.214146,-7.810656
-3.828343,8.394602
-2.3426867,4.841325
-20.81317,-25.371141
-10.562223,4.989565
-17.61917,5.0114346
-4.7824893,-3.9272637
-4.2351327,-3.9119897
6.118178,19.00676
-15.115778,-25.057373
-7.4653816,1.3358545
3.5587244,0.83316094
7.7825217,10.362628
1.0254996,-3.0299134
2.6894746,-24.793856
16.935915,17.289062
2.8792925,-7.4503517
27.03593,11.9484005
-3.6724856,5.9742146
0.34204796,-13.21755
19.743145,11.291391
1.3430445,-21.140095
10.187174,8.550695
-16.147697,-1.1604073
-2.6205375,-28.166933
-14.140309,23.647566
-19.611073,-9.103152
4.7146506,29.74387
-17.036411,14.464282
-22.333769,10.012369
9.654835,-18.418892
-8.488501,-12.170177
25.949463,6.417515
-27.829964,-15.494014
13.332399,15.564205
26.10654,14.358128
15.797367,12.261701
-23.699827,-8.870428
-3.8279464,8.394519
-1.876096,-14.555484
-12.146379,-23.750868
19.00391,22.966969
-5.48291,-10.612881
-6.2497163,16.681362
-23.900532,-0.85503423
9.706996,-23.454363
-0.21281067,32.780064
-23.694578,7.021267
-25.222717,20.305761
-4.6155868,16.493708
0.9122171,-13.813117
31.26863,6.0010047
6.139506,20.411974
-16.780817,-22.707533
-8.41361,-7.1938252
17.450697,1.463499
-22.386623,4.2224646
10.257395,-22.747524
8.225907,-7.1881337
-9.87734,1.6703882
5.4451227,-11.290709
-3.3942602,0.062221732
-27.18214,6.4362297
-18.057325,-0.32339704
-25.796232,17.6573
10.883827,-26.150486
-0.16559885,21.461618
22.179632,-5.7624345
18.235365,-20.391552
-6.8582325,-5.459952
-18.242521,-13.710213
-2.9553993,-21.850729
-1.1773701,-17.888592
-8.844756,24.61788
10.690964,8.168099
-5.903321,2.8046966
-7.6210804,31.534452
22.280432,-2.2920668
-4.538944,28.157686
-9.6056185,9.885168
1.1349134,-21.96157
20.32196,25.891668
-26.66727,5.3238873
-13.27482,24.707287
4.3146524,30.509737
-11.133148,10.323573
-13.177917,-7.364163
-2.6343868,-1.4439824
15.889452,3.3600264
21.2326,6.284664
-10.518632,-27.320518
21.718868,-12.944932
11.47593,6.397726
-0.31638664,-4.741606
-15.094337,-18.099426
17.819,14.375806
12.547309,3.9363902
-4.8129625,-8.316893
11.828047,9.107799
17.694233,-16.673613
-7.6346483,-30.86537
-8.775132,-25.556396
21.23938,4.2926383
12.151109,16.36607
-4.888778,-5.821427
0.668138,-1.706466
17.327282,2.5114567
-17.239084,-11.880432
-12.869475,-16.582493
8.400889,-18.7945
11.200407,-2.3016553
-18.032173,-23.799166
-22.270071,9.278739
-12.02506,2.9617913
-12.151221,-0.9162517
10.753904,-15.288479
-8.016112,-25.315205
1.0034914,26.39146
-2.169742,3.6036236
-17.145332,4.0907526
14.550913,22.528105
7.0298834,27.654259
22.581467,-3.4265857
-5.12698,-22.58167
-19.289865,10.476852
-19.680225,8.580319
-4.638256,28.665379
-33.51579,2.7483034
-14.743914,-28.474667
16.873943,-20.426235
14.737205,13.833977
0.82535607,11.995653
-7.7332973,-5.203143
-16.927248,-26.170582
-6.3810234,-28.253683
-13.86762,12.641912
5.481876,17.957664
15.694696,-29.200405
12.835534,30.288425
-0.7677966,27.457186
1.7879632,7.45194
19.12229,-26.018589
-14.95523,-26.811455
-5.4455156,-1.6044028
-22.113129,19.327398
-22.336025,20.133326
-32.889797,-8.404503
13.920727,-31.98097
-12.733699,-13.256053
11.918374,19.066628
24.52342,-1.3453887
-2.7232237,-1.3311625
15.761914,14.794793
-16.824377,6.844268
30.127073,-8.656575
-31.458235,3.2303948
-18.99938,0.15445031
-6.4529815,-28.100334
-20.44207,-18.994251
-5.8786116,3.3238137
-28.368887,11.347554
7.554196,-14.567526
-22.822884,18.013342
2.126661,3.4500418
-0.20500761,32.737057
12.539959,13.9370985
-17.228949,-22.210382
-15.60705,15.163109
13.5520315,-7.4409714
29.66742,-15.113852
-3.0465724,33.162247
-6.523011,-27.899479
-15.411972,-25.086426
-7.751924,-18.783552
10.193674,-4.602645
-12.043583,-12.145725
-22.479187,3.5394883
-16.31275,25.683332
22.132406,19.888445
-22.030617,-10.2490225
-8.46117,-11.503594
-4.5283327,-2.5818174
-17.492315,-13.978143
-30.669413,1.445312
-1.9081062,24.622576
-9.276038,13.547366
1.5573853,13.986008
-18.837988,12.048938
-6.0531635,-2.451139
-20.913904,-13.707208
12.963915,30.274515
-5.1531296,-20.526037
-24.203136,-22.21202
-11.425203,19.932182
2.3283741,22.154613
-14.817903,0.25951767
-17.66583,2.873555
-4.1442122,-3.5527458
28.570097,18.486477
-11.125118,6.652467
-9.9523115,24.501513
1.2287987,1.4933234
20.588642,-23.093525
-25.742073,18.138311
-13.987969,8.82184
4.3212,-31.563375
1.2138767,1.7702559
21.870073,-15.97854
6.3703723,7.724436
-19.849913,-18.176405
18.84082,-8.690046
-9.042652,29.224216
-10.009342,11.494298
28.744003,16.168924
10.756256,3.6328137
1.0485675,-11.51906
-7.059986,20.306417
7.9370904,30.877209
-4.6601014,18.189043
-18.816963,2.5348995
21.075914,0.73569936
-18.577785,25.689152
-13.180174,-29.053364
4.1077356,9.65545
-23.995783,-19.42216
-14.258447,-2.1540546
8.807637,-24.380585
7.8760247,27.346224
-9.778709,-19.476782
-2.888513,27.25967
-9.103686,14.476069
-11.904843,-24.639967
-14.619321,13.555
-2.2611108,4.1729045
21.495646,-0.6669617
10.024313,21.611206
-8.950551,18.792065
-18.89547,6.692164
13.176292,22.589788
-7.1211004,8.368901
26.270702,14.032855
-14.619342,13.555055
-18.715181,2.6068616
-8.009092,29.217226
-14.287013,10.358485
11.334598,17.240414
18.436394,6.776425
6.9158587,24.843891
-26.762169,13.181675
17.739298,-6.0140467
17.322073,15.284828
1.1219226,-15.38524
12.468113,-32.28152
-22.817675,-16.248678
15.752227,-19.906742
-9.098756,2.6918056
-18.066471,19.025766
-5.9937687,21.834717
11.168519,-14.936322
17.123013,-20.557383
-29.847672,4.253525
-13.537414,12.153456
-8.488585,-11.086984
8.897434,7.918006
24.308708,-15.813076
-14.962819,6.98946
-7.539152,-3.828932
-2.1993115,10.586263
-14.305608,16.247416
-5.475321,-5.1235127
15.64309,13.5035715
12.999789,-9.730509
11.210414,19.396877
19.670406,12.336429
-22.168034,9.454964
8.254498,-20.900743
28.18281,16.562298
16.685682,-14.376531
-4.814677,-16.5947
11.9986105,3.3356526
-6.4639525,16.95465
17.071697,-20.70238
-21.027258,-16.920374
11.862178,18.536621
10.180001,8.512621
30.22411,4.4506617
-6.348826,7.7089124
-11.049297,-30.965218
-13.3900175,15.918377
-20.033905,-20.268282
-7.1500587,6.0242896
18.331131,7.241487
-0.22609334,32.523304
2.1653206,-12.015986
-16.285496,-17.521433
-2.6778007,-4.5068665
7.9708157,-20.81322
3.8556454,9.385847
-1.1491667,0.08941466
25.649235,2.7623932
-6.854589,32.05508
16.899574,-24.460955
6.5462093,24.027315
6.0982175,10.656139
-24.768702,-11.056459
11.64722,-0.15781392
15.68606,-12.738345
-4.5402102,-21.161873
4.856537,15.596421
7.9905357,3.5996313
-11.721586,13.149892
-20.582556,-17.048399
1.7199479,-19.889284
5.900143,-23.075249
20.52044,-9.559533
-17.822403,-22.36198
-1.873399,20.08455
2.6772578,22.658241
-0.120764755,-24.60016
-19.316116,15.895976
-0.9886621,-8.007717
16.156008,5.8103414
-0.61783296,15.586236
-6.9379787,3.3365822
-19.07086,-17.545784
-13.21801,13.637739
-20.524849,11.862237
4.805789,-30.559298
7.4998136,5.276735
-11.01874,-3.1881618
5.6730685,18.049847
0.5132418,26.125605
-19.715786,-8.748867
-14.551435,0.46281177
-23.9099,1.4321393
-2.293509,22.08669
13.295433,-6.6407037
6.9342217,5.5192723
21.110043,20.140022
-12.527721,-0.93088305
0.23291688,13.909841
23.194557,-21.483322
21.038578,-19.017218
2.3161998,-14.82572
26.24578,3.5503654
-20.346054,-18.56441
-24.992144,12.4853735
-10.605353,20.586292
-8.353948,-2.6138852
23.982504,10.620088
2.6952503,28.133192
-25.106396,-19.594059
16.120497,20.16948
-32.11055,7.497185
12.310362,20.588934
-21.361526,2.8949046
19.050701,5.7259026
-29.58456,7.9241467
-12.310347,-4.5282793
-23.850615,-9.638318
