,x_tsne,y_tsne
318,1.9819586,-5.3572307
319,-18.549988,13.032289
320,22.812313,-15.660273
321,0.5120131,28.832882
322,11.124993,11.799474
323,5.30004,-18.923897
324,-8.204254,-16.724436
325,-21.09071,11.773828
326,-22.886715,8.0105715
327,0.54417336,16.868826
328,0.60717046,-27.79711
329,4.9791136,-13.157901
330,15.271502,-27.1597
331,-2.2916539,-22.533203
332,5.4782405,-3.6512423
333,-18.954052,24.501623
334,-8.431664,-16.217566
335,-14.022698,-13.08165
336,6.6043396,21.674852
337,-8.711658,-6.079998
338,-1.9843875,-10.604413
339,-4.75646,-22.61389
340,6.00836,9.852966
341,3.5002677,2.621896
342,-2.3718164,25.235804
343,-3.874609,-12.342358
344,-10.598468,-14.691297
345,-9.561546,7.796689
346,-12.054858,-19.109451
347,-10.454175,16.758404
348,9.004689,24.576735
349,-3.1028473,28.949358
350,4.127424,4.7186937
351,2.8948424,34.325806
352,-8.831973,-14.171648
353,30.772444,-13.918565
354,-26.38189,0.6608974
355,6.2163496,-5.7154365
356,10.908271,-11.150249
357,20.021336,-10.771983
358,12.136657,0.9572165
359,-5.1397066,-16.115137
360,27.272593,18.481153
361,-7.9613605,20.89943
362,-6.192338,26.147106
363,-30.201797,-5.53838
364,-23.263636,4.047019
365,10.334545,18.428055
366,4.0934744,6.6680818
367,-3.376915,-31.257107
368,-4.273298,-17.893238
369,-0.8126587,31.155127
370,1.6771722,-25.663391
371,8.276618,17.01875
372,3.9640481,-14.8297
373,1.6859736,-12.418876
374,0.66158426,-20.362417
375,5.374751,9.330834
376,-20.22792,22.28913
377,-3.023405,-30.818106
378,0.4512206,-0.48010728
379,2.5598345,30.533482
380,24.302673,-2.5270336
381,19.201656,2.83819
382,-30.74511,8.923048
383,26.175938,-19.218966
384,-11.364814,19.981926
385,-1.2000984,0.07909938
386,-22.127296,-25.849062
387,-13.543361,-28.583681
388,26.33312,-17.113274
389,-2.232503,-14.032448
390,3.1917775,18.884281
391,23.611778,-1.5138365
392,5.8733797,31.310598
393,5.2365413,0.1025446
394,-4.003563,-19.047955
395,-18.414396,16.402403
396,-14.3192625,2.6585143
397,8.1211815,2.2628427
398,17.15941,-8.667019
399,1.3128217,-15.789159
400,23.427467,-1.6238221
401,-21.555387,-5.886809
402,17.844755,-10.538171
403,7.7003655,25.77894
404,0.20300198,-16.892963
405,-4.3067207,-23.767323
406,-23.722496,18.236855
407,-0.03341345,24.416409
408,-20.957495,4.1587687
409,14.871615,20.190315
410,-12.290691,26.009512
411,27.459103,-16.507254
412,9.626625,-8.904237
413,21.222563,-19.39027
414,-9.901157,14.343478
415,-0.8515354,15.4948635
416,-0.8030874,-14.206887
417,5.361578,-3.5964062
418,3.3496153,15.638088
419,-8.2477,-26.841564
420,1.9977387,6.8346343
421,-9.272011,-0.95562214
422,10.33249,14.777861
423,4.077523,-6.5754523
424,-27.192398,14.283751
425,-9.845921,-18.437769
426,-1.3622826,16.300642
427,28.856556,0.14774889
428,13.821543,-29.129538
429,1.8864782,7.0523076
430,-6.3601956,-8.680569
431,-11.067362,-23.043436
432,-28.43712,-11.439908
433,-28.566805,14.6925535
434,-8.942543,9.623006
435,3.3803334,18.492023
436,21.63805,18.455093
437,2.9398348,-3.8786645
438,-5.442484,19.020662
439,-3.1486413,10.765998
440,19.00942,5.6414595
441,19.575228,-12.171208
442,-15.096324,-18.195786
443,-17.030613,-10.193772
444,31.050188,-9.166069
445,4.111328,4.1928053
446,2.6043499,1.0173969
447,0.32497928,-3.2420306
448,-24.387453,9.717145
449,14.21313,22.527048
450,-0.4964467,-10.36482
451,18.779793,14.125105
452,14.198874,7.38564
453,-6.1698422,3.7879987
454,12.0396595,-19.577438
455,27.19659,18.432114
456,29.237,-0.037703164
457,-4.955409,27.582836
458,-5.238803,-15.076196
459,0.49560124,16.764757
460,2.9767163,8.648172
461,31.425499,3.8836775
462,-9.507083,-19.903229
463,2.4472353,8.726428
464,-3.4916499,-16.90752
465,-6.4937124,20.033527
466,16.060379,9.259761
467,-18.912697,-20.745619
468,-14.538468,-0.53610927
469,-25.496119,16.89137
470,-1.4914991,-17.737467
471,-18.757092,-8.0669
472,-10.8896055,9.151643
473,7.11093,0.42960656
474,-0.12978628,-3.9940214
475,-6.2387533,-7.0678077
476,-11.845161,5.5810266
477,-2.8065064,22.891567
478,-7.012867,-23.099066
479,-4.03886,-15.576183
480,2.4196086,-5.6693664
481,1.9964887,14.030026
482,-9.23816,-13.998618
483,-2.522521,-8.30871
484,1.6938643,-25.184345
485,14.2479,-23.952806
486,-9.542626,-0.89007545
487,-27.354687,-12.71876
488,-28.948807,-13.628426
489,3.4985769,11.019909
490,-6.527851,-17.996653
491,7.76525,-4.731228
492,-17.013666,-22.403757
493,0.98750776,-12.56221
494,0.026290352,33.61447
495,-2.3765156,-28.864355
496,1.4460968,1.8657486
497,32.9908,1.6345702
498,17.466143,2.186932
499,3.878279,7.679987
500,-6.462923,-8.609387
501,-31.342802,-2.2130384
502,8.836278,8.957439
503,-26.523523,-9.547253
504,-11.284252,-7.073331
505,-2.100249,23.888533
506,-10.654892,23.166214
507,1.8343391,24.402842
508,-14.158255,-30.870071
509,13.172016,-12.225542
510,9.965448,-17.943016
511,14.093276,6.5292726
512,15.311203,1.8780333
513,-7.4105396,6.7180066
514,-11.281465,-7.208666
515,-6.355826,-28.995785
516,-2.5960083,8.902889
517,-7.305414,11.51238
518,12.266176,-15.242944
519,-6.5243006,5.3894444
520,-13.236002,10.841743
521,27.030554,8.998616
522,-24.41498,1.6453053
523,6.8653727,6.4414244
524,33.597588,-0.26637933
525,6.223975,9.909027
526,-11.957253,26.217007
527,-12.949613,21.05646
528,-17.562319,-5.9849877
529,12.686023,-10.098354
530,-6.2387724,-7.067777
531,-19.227423,-13.934322
532,-0.7924662,2.449705
533,-26.495092,-18.078175
534,23.530373,4.437916
535,7.3353653,26.620914
536,-7.6826034,32.009167
537,-13.510209,13.388121
538,-18.694918,21.247515
539,16.693495,-11.435696
540,12.560051,-12.599275
541,12.543205,23.001865
542,-16.382338,-17.023973
543,-7.3508873,13.6453
544,5.935637,20.868013
545,28.717274,0.8382572
546,-4.3091083,-15.941906
547,5.2638917,-3.8170826
548,11.02442,16.551725
549,3.260688,23.859863
550,-27.543472,-17.543037
551,-3.3476577,-2.5307019
552,28.729343,1.1762007
553,7.643365,-2.2425175
554,-17.034048,-8.482158
555,-2.718387,-24.851397
556,-18.11076,-12.692954
557,-28.759947,8.25106
558,17.226538,-22.802446
559,4.135321,-10.4860935
560,25.00702,-11.825603
561,17.132536,-8.098159
562,18.22561,5.388567
563,-4.4219832,-2.7304301
564,8.238579,-24.765326
565,-5.8033237,-4.7951374
566,-16.758957,-10.372825
567,-13.999069,-8.863049
568,-17.578403,-11.447079
569,-15.102016,7.1329107
570,-12.47902,25.965872
571,-20.343193,15.237656
572,-3.0110428,4.2338824
573,11.673784,-28.324673
574,1.8715047,15.320657
575,19.779531,8.182268
576,-7.4934273,-4.149348
577,8.719738,-2.1816616
578,-3.243351,3.9862595
579,-7.2859955,15.261442
580,-19.71359,24.143436
581,5.664018,-3.4292703
582,18.01367,3.0735767
583,-11.469548,-29.417953
584,6.890396,21.831371
585,-17.76582,-14.205766
586,-14.49667,18.671165
587,27.077124,6.5453258
588,13.96254,-10.781814
589,23.633755,-3.7506428
590,7.289637,-1.2336123
591,-4.6885405,0.5115284
592,27.119738,4.826867
593,20.731274,-10.357386
594,12.222559,-15.244755
595,6.283191,-13.323165
596,13.594647,-19.235094
597,-16.778341,14.46083
598,-3.9393492,-16.68426
599,19.459352,-5.2044916
600,-8.7610855,1.2626106
601,14.829671,19.750069
602,1.069107,-8.674314
603,7.973378,-22.869247
604,-24.660114,1.2355005
605,6.1697145,4.151406
606,-17.493002,-2.1562421
607,-11.01498,7.095839
608,-11.5979185,0.18900758
609,30.055666,-0.020020118
610,29.493626,-10.649662
611,11.891205,-9.027925
612,-2.0026371,5.1786523
613,-7.274442,7.0354695
614,-6.3148894,12.693427
615,20.790094,9.272902
616,18.674253,16.211006
617,23.751434,13.064247
618,-11.412047,1.7367002
619,13.598927,5.12325
620,9.22732,8.620811
621,14.361401,-4.7912655
622,-14.711495,1.5145599
623,31.110527,-13.543383
624,1.4597558,-26.107702
625,-17.153006,-17.062454
626,-7.702628,31.121199
627,-4.050981,-14.646832
628,-10.31669,-9.947034
629,-7.9706,3.082827
630,6.899261,6.920545
631,-12.767478,14.077687
632,-8.653771,7.328469
633,12.42081,22.475754
634,-16.650501,6.6212482
635,11.707443,21.752054
636,-14.731171,-8.222315
637,-14.913639,-12.775395
638,-15.600961,22.720224
639,-8.994791,-21.57546
640,14.751082,22.417347
641,-6.236161,6.258437
642,24.351442,-2.8978066
643,16.451107,15.83741
644,-2.196661,4.3541164
645,7.032354,-18.03902
646,-15.106421,-29.549858
647,-17.058853,8.1930685
648,-16.73291,16.40962
649,8.7895565,-5.905831
650,2.6452374,24.075901
651,18.0915,13.709228
652,12.964315,21.661499
653,6.5038614,-5.4766803
654,-25.261896,13.324311
655,21.495668,11.853386
656,18.984196,-0.2871269
657,10.132835,-20.237604
658,-32.112442,-4.8419
659,13.113543,-25.239565
660,-0.019337218,-7.1254416
661,0.36849734,-0.34296587
662,26.022827,17.857607
663,20.469376,6.237695
664,27.307365,-2.9958978
665,-8.363272,0.5669271
666,-3.4947865,19.56049
667,-11.036607,13.767913
668,25.823172,18.830221
669,-18.608961,-25.621078
670,-7.6243305,10.1868
671,7.8496685,8.00212
672,15.913954,-16.795864
673,-33.259083,-2.1521683
674,-19.797016,24.944162
675,-12.505024,-9.778748
676,-22.11988,-12.061789
677,-10.024418,-13.195441
678,29.738487,10.185915
679,14.924831,-13.661831
680,-14.069221,1.685968
681,-6.32113,26.001976
682,9.914225,3.9040036
683,-9.289926,1.803031
684,31.693789,-8.165348
685,-10.298826,14.264047
686,1.380563,16.16945
687,-17.645061,6.988075
688,-5.4274836,-25.339485
689,9.163349,15.958128
690,-22.178173,6.202615
691,17.61204,0.5064973
692,0.47936472,-7.975566
693,2.3878138,17.33863
694,12.997934,-6.2141213
695,8.37154,-29.863993
696,22.297718,23.659645
697,-0.7365795,11.970097
698,-8.385036,-11.855031
699,20.978994,20.384134
700,16.500162,-16.724134
701,-7.0522804,-10.75407
702,-2.892593,-20.78214
703,19.891712,-4.5794525
704,20.771011,-12.7670555
705,21.657461,-10.063221
706,-10.39985,14.049357
707,-24.647396,-17.218266
708,-27.842897,16.569485
709,29.106213,7.6803727
710,-11.595837,1.96836
711,26.084663,20.59564
712,-15.998158,2.6827958
713,7.5421906,-18.085827
714,20.152325,-2.6348817
715,33.288197,3.487326
716,-12.555436,12.208654
717,-0.31066093,8.675849
718,12.073647,-19.19383
719,-10.306781,5.9357824
720,26.049746,20.577488
721,1.6811157,4.0929146
722,10.691255,-12.188114
723,13.474786,-5.4496408
724,-5.597189,7.4300675
725,-10.296456,-23.919767
726,25.066584,-5.6196704
727,30.335752,-18.123556
728,8.060935,17.948933
729,24.540438,10.263903
730,-20.724186,-14.827635
731,15.595581,27.210922
732,3.5953033,6.950326
733,-2.736632,-15.243412
734,-1.5827774,-29.04885
735,-7.2840943,-14.801773
736,15.871803,-14.562704
737,-19.47884,11.061556
738,6.7206044,14.3530445
739,20.018906,1.1008266
740,-4.945514,10.165026
741,8.706296,-23.65314
742,14.370886,9.503438
743,-2.999893,-8.391859
744,12.084367,5.2387223
745,3.455228,-3.9201028
746,-9.362512,9.699277
747,-14.523893,-11.463468
748,-1.0238079,-20.219482
749,7.172329,17.214754
750,-0.57455015,23.240252
751,-4.7221823,-13.073143
752,12.56625,23.047737
753,-16.918491,-22.366314
754,3.120076,12.649119
755,-2.8757236,-20.78918
756,7.4553227,23.934423
757,-16.003874,0.21885931
758,2.2642932,20.042679
759,-16.680546,-5.474891
760,9.813622,-1.3651438
761,9.007901,16.16683
762,6.504429,-14.493767
763,-2.7510674,11.140336
764,5.2822986,22.837723
765,-21.653322,9.908755
766,-13.013646,31.651072
767,-17.925226,-4.897428
768,-1.8562237,16.567442
769,25.572367,-1.2506485
770,5.1627345,31.861256
771,7.8197117,-23.142984
772,4.6536655,23.786688
773,0.87262857,-2.6353931
774,3.7307916,-18.18445
775,1.112821,7.1558723
776,-16.900213,4.492352
777,-11.092705,-2.045657
778,4.0764065,-14.558395
779,7.6676583,-8.141738
780,15.071586,-19.086052
781,31.477669,-2.7927
782,3.8170009,-15.165573
783,-0.60729396,13.895898
784,-20.577995,-3.0782008
785,10.121192,-3.2908454
786,-1.5818489,-11.310316
787,7.0613656,-23.818552
788,22.73296,-8.7385845
789,-9.206449,22.141533
790,9.858605,14.873014
791,12.714937,14.42106
792,-0.6263732,-21.23858
793,-27.569239,15.110122
794,-4.5435953,14.295001
795,5.9801784,5.7285113
796,2.5121067,23.276205
797,-32.992275,-0.70388514
798,-9.404805,-21.164219
799,-26.863447,13.976005
800,5.208806,29.083996
801,-8.513634,-14.139497
802,3.2882392,3.3545136
803,-21.094515,-2.760778
804,-22.077478,7.647867
805,-6.2647038,-31.428265
806,-9.131601,-24.733713
807,-7.845683,0.9498735
808,16.536798,-9.746186
809,-18.641665,-23.433558
810,15.6175,-10.185223
811,-24.350567,11.833569
812,15.310568,3.7845426
813,10.852672,1.7413176
814,26.615963,2.4505465
815,-17.917627,-25.289133
816,-32.055782,9.967498
817,6.7537355,3.604239
818,12.053925,-26.920307
819,16.990725,22.844263
820,-13.905576,21.123232
821,-6.8851557,-0.91512436
822,17.51302,-8.056623
823,11.42503,-12.639494
824,-29.544985,11.3760395
825,-1.9696119,16.042112
826,15.419101,12.802561
827,8.475076,-13.327919
828,-15.06911,-18.239346
829,-23.369469,6.2418194
830,12.294728,-7.6554384
831,23.645523,9.126932
832,21.436766,21.915293
833,-21.43257,13.799738
834,15.408483,-4.5910797
835,-24.631035,2.9334605
836,14.676271,-6.6917243
837,28.663374,-20.695047
838,-4.993701,14.91762
839,-0.68795156,-13.594442
840,-9.64564,17.09351
841,1.5550036,6.7168965
842,23.357908,12.613252
843,-18.462437,23.16225
844,-23.483025,1.9586992
845,-21.684237,-11.985093
846,10.833462,-12.078099
847,-23.69939,6.380459
848,6.3931293,9.682083
849,14.010585,16.1364
850,-1.3366463,13.433858
851,15.290646,-4.403061
852,10.897982,-3.8359604
853,4.112856,-8.668565
854,14.989122,-4.2589087
855,-17.49637,-22.906414
856,-19.148035,-13.765935
857,-14.892036,-31.058573
858,-12.831627,-26.386536
859,-19.999239,26.245367
860,-20.222939,4.48164
861,-6.6165504,-7.414004
862,-1.1544998,2.3075233
863,-0.4733233,1.799942
864,15.228921,-4.945307
865,-16.261635,20.29198
866,1.19743,-8.11193
867,-27.837301,9.980552
868,-1.027992,-4.4287558
869,-23.504992,6.322269
870,-2.6377296,12.99996
871,-10.013549,1.754457
872,-19.124197,7.0078855
873,-9.317878,21.958612
874,-13.797159,-26.170727
875,24.508877,21.331848
876,-4.7812176,1.9193013
877,1.5692656,12.90738
878,-4.183345,-4.3359556
879,11.752997,7.919152
880,2.917883,5.0508637
881,5.858343,3.9748168
882,14.52204,10.506901
883,16.196827,-14.18506
884,-31.59097,-1.1714327
885,14.458081,-2.0659294
886,4.922346,-4.0052686
887,18.29896,14.1359825
888,-1.4062952,23.688145
889,21.517431,-16.043394
890,-10.980415,-2.4267747
891,-6.889026,25.300259
892,-8.108362,-0.1438284
893,-20.622911,-10.342166
894,-14.8920355,-31.058575
895,27.335875,19.193258
896,-13.056633,18.908413
897,-3.4027724,18.939785
898,24.14635,6.913406
899,-11.627981,7.479048
900,15.390477,4.3828726
901,1.4562447,17.598133
902,18.930883,-23.171982
903,16.7802,-1.4547151
904,7.496134,-14.975675
905,-9.660576,7.2046304
906,24.152367,22.37259
907,0.37961087,22.490438
908,15.590458,-6.1091204
909,-18.42655,21.964434
910,23.557272,1.8562027
911,-3.496509,-30.53659
912,-3.1650462,7.1257176
913,2.278333,17.27747
914,-19.102737,11.322168
915,0.04842586,-16.331587
916,18.765102,20.104187
917,-9.923271,-8.131366
918,28.47374,-10.18535
919,11.587599,10.650163
920,5.5295734,-13.184371
921,6.5914145,28.860023
922,9.985765,-10.373239
923,8.840844,12.696629
924,-10.143411,9.658018
925,-1.7113504,3.77888
926,17.607464,4.4337053
927,-14.575946,-9.18014
928,-17.8534,-8.109596
929,7.7188225,-26.988817
930,-4.7718887,-4.329044
931,-0.4768769,-16.729004
932,14.5261135,-28.18946
933,-3.2314208,-17.326763
934,12.17591,-25.376743
935,-24.780203,-0.6880516
936,0.6393714,12.266947
937,-2.3333907,22.22113
938,27.549688,-10.7207575
939,6.7170887,3.7160585
940,16.185673,-15.235589
941,-8.065972,-10.66925
942,32.592163,-1.7870684
943,-2.6675513,-0.22938634
944,-8.451079,-23.735254
945,-11.323253,-18.504066
946,-9.29538,18.19044
947,-14.098369,14.545586
948,-14.416935,-15.577278
949,1.5661521,-24.852356
950,25.77759,4.798633
951,-7.00944,1.1303726
952,-10.602945,-24.572077
953,6.635124,9.276265
954,-4.535407,-5.6060886
955,-12.433387,11.284319
956,-4.516151,16.281815
957,-9.386637,16.166016
958,-12.055143,-19.109596
959,-10.8499975,-4.551808
960,-2.6583333,1.9854621
961,-9.765493,-15.841317
962,-7.090151,-29.265854
963,20.130287,5.6747465
964,21.68382,8.912117
965,3.987819,-4.894291
966,-23.03559,20.227346
967,-18.37745,24.51785
968,-8.478197,-11.778449
969,0.11474522,-10.322207
970,18.403954,-1.3937209
971,13.116381,25.160189
972,-8.016165,15.453215
973,11.15069,-15.67568
974,1.7193208,-25.43288
975,-6.0943613,-6.784429
976,-16.639889,-0.040389977
977,16.211885,-10.33354
978,-2.8955228,-17.901413
979,-14.249135,-11.3041725
980,-28.072044,2.8679276
981,-7.35447,-7.6268525
982,13.169781,-25.284338
983,30.767738,-17.434788
984,-13.364559,22.459368
985,-16.413065,6.4294353
986,-8.709631,-2.1209495
987,-19.983196,-22.243202
988,-1.1982626,5.1958814
989,-17.622883,23.093021
990,-4.578607,14.156925
991,-33.948997,1.5669491
992,13.630191,-4.1594934
993,1.3117735,28.35263
994,18.645205,-19.386753
995,13.129558,-21.49543
996,-14.293579,-21.441397
997,-2.035953,31.40603
998,-14.983576,20.72484
999,23.65049,-4.6971493
1000,4.706664,-17.025745
1001,4.3863826,-16.867212
1002,-29.103031,-11.936151
1003,5.6843305,31.145002
1004,30.980574,6.7386265
1005,-13.571049,-0.4604229
1006,-6.149152,-22.45551
1007,-2.7969275,-0.21277092
1008,-7.997027,-3.0301702
1009,-23.734537,3.0495949
1010,6.9034195,-7.7985225
1011,28.527142,-18.177736
1012,11.124781,11.799454
1013,-4.639511,14.245269
1014,21.750284,-7.920776
1015,-0.07657003,-6.978747
1016,29.481453,-5.911161
1017,16.252348,23.957891
1018,3.413245,-16.05711
1019,-29.95651,7.1207004
1020,18.89753,-23.124424
1021,-11.196829,-1.4799999
1022,-19.034208,21.864075
1023,-33.757828,-1.9569614
1024,16.012318,17.342865
1025,3.6613402,-11.304608
1026,17.853863,-24.738764
1027,-4.784495,13.862995
1028,-18.641962,20.86426
1029,26.287067,11.218115
